All Order,Order per task,Code snippet,Participant,Task,Participant/Task,Task Duration,Understand,Correntness,Level of investment,Rough Direction,Statement Selection,Code Interaction,"Level of investment, Rough Direction","Level of investment, Statement Selection","Level of investment, Code Interaction","Rough Direction, Statement Selection","Rough Direction, Code Interaction","Statement Selection, Code Interaction","Level of investment, Rough Direction, Statement Selection","Level of investment, Rough Direction, Code Interaction","Level of investment, Statement Selection, Code Interaction","Rough Direction, Statement Selection, Code Interaction","Level of investment, Rough Direction, Statement Selection, Code Interaction",Time,Start,Stop,Block Duration,%(Block Duration),Intent
435,1,Rectangle,99,3,99/3,112,1,1,Medium,Forward,Linear,Intra procedure,"Medium, Forward","Medium, Linear","Medium, Intra procedure","Forward, Linear","Forward, Intra procedure","Linear, Intra procedure","Medium, Forward, Linear","Medium, Forward, Intra procedure","Medium, Linear, Intra procedure","Forward, Linear, Intra procedure","Medium, Forward, Linear, Intra procedure",0-25,0,25,25,0.2232142857,Get the understanding of a part of code block
436,2,Rectangle,99,3,99/3,112,1,1,Quick,Reverse the order of definition,Dynamic,Inter procedure,"Quick, Reverse the order of definition","Quick, Dynamic","Quick, Inter procedure","Reverse the order of definition, Dynamic","Reverse the order of definition, Inter procedure","Dynamic, Inter procedure","Quick, Reverse the order of definition, Dynamic","Quick, Reverse the order of definition, Inter procedure","Quick, Dynamic, Inter procedure","Reverse the order of definition, Dynamic, Inter procedure","Quick, Reverse the order of definition, Dynamic, Inter procedure",25-30,25,30,5,0.04464285714,Get a quick overview of the code
437,3,Rectangle,99,3,99/3,112,1,1,Medium,In the order of definition,Dynamic,Inter procedure,"Medium, In the order of definition","Medium, Dynamic","Medium, Inter procedure","In the order of definition, Dynamic","In the order of definition, Inter procedure","Dynamic, Inter procedure","Medium, In the order of definition, Dynamic","Medium, In the order of definition, Inter procedure","Medium, Dynamic, Inter procedure","In the order of definition, Dynamic, Inter procedure","Medium, In the order of definition, Dynamic, Inter procedure",30-55,30,55,25,0.2232142857,Get the deeper understanding of the code
438,4,Rectangle,99,3,99/3,112,1,1,Indepth,In the order of definition,Dynamic,Inter procedure,"Indepth, In the order of definition","Indepth, Dynamic","Indepth, Inter procedure","In the order of definition, Dynamic","In the order of definition, Inter procedure","Dynamic, Inter procedure","Indepth, In the order of definition, Dynamic","Indepth, In the order of definition, Inter procedure","Indepth, Dynamic, Inter procedure","In the order of definition, Dynamic, Inter procedure","Indepth, In the order of definition, Dynamic, Inter procedure",55-81,55,81,26,0.2321428571,Formulate a hypothesis of the problematic area (PA)
439,5,Rectangle,99,3,99/3,112,1,1,Medium,Back and forth the order of denifition,Dynamic,Inter procedure,"Medium, Back and forth the order of denifition","Medium, Dynamic","Medium, Inter procedure","Back and forth the order of denifition, Dynamic","Back and forth the order of denifition, Inter procedure","Dynamic, Inter procedure","Medium, Back and forth the order of denifition, Dynamic","Medium, Back and forth the order of denifition, Inter procedure","Medium, Dynamic, Inter procedure","Back and forth the order of denifition, Dynamic, Inter procedure","Medium, Back and forth the order of denifition, Dynamic, Inter procedure",81-98,81,98,17,0.1517857143,Formulate a hypothesis of the problematic area (PA)
441,2,Number HRN,52,2,52/2,361,1,1,Medium,Forward,Linear,,"Medium, Forward","Medium, Linear",,"Forward, Linear",,,"Medium, Forward, Linear",,,,,30-45,30,45,15,0.04155124654,Get the deeper understanding of the code
442,3,Number HRN,52,2,52/2,361,1,1,Medium,Backward,Linear,,"Medium, Backward","Medium, Linear",,"Backward, Linear",,,"Medium, Backward, Linear",,,,,45-80,45,80,35,0.09695290859,Get the deeper understanding of the code
444,5,Number HRN,52,2,52/2,361,1,1,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,91-111,91,111,20,0.05540166205,Get the understanding of a part of code block
445,6,Number HRN,52,2,52/2,361,1,1,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,111-141,111,141,30,0.08310249307,Get the understanding of a part of code block
446,7,Number HRN,52,2,52/2,361,1,1,Indepth,Back and forth,Dynamic,,"Indepth, Back and forth","Indepth, Dynamic",,"Back and forth, Dynamic",,,"Indepth, Back and forth, Dynamic",,,,,141-285,141,285,144,0.3988919668,Get the understanding of a part of code block
447,8,Number HRN,52,2,52/2,361,1,1,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,285-315,285,315,30,0.08310249307,Get the deeper understanding of the code
448,9,Number HRN,52,2,52/2,361,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,315-335,315,335,20,0.05540166205,Get the understanding of a part of code block
449,10,Number HRN,52,2,52/2,361,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,335-361,335,361,26,0.07202216066,Get the understanding of a part of code block
451,2,Number HRN,68,2,68/2,465,1,1,Medium,Forward,Linear,,"Medium, Forward","Medium, Linear",,"Forward, Linear",,,"Medium, Forward, Linear",,,,,13-86,13,86,73,0.1569892473,Get the deeper understanding of the code
452,3,Number HRN,68,2,68/2,465,1,1,Quick,Forward,Linear,,"Quick, Forward","Quick, Linear",,"Forward, Linear",,,"Quick, Forward, Linear",,,,,86-131,86,131,45,0.09677419355,Get a quick overview of the code
454,5,Number HRN,68,2,68/2,465,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,158-230,158,230,72,0.1548387097,Get the deeper understanding of the code
455,6,Number HRN,68,2,68/2,465,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,230-330,230,330,100,0.2150537634,Get the deeper understanding of the code
456,7,Number HRN,68,2,68/2,465,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,330-421,330,421,91,0.1956989247,Get the understanding of a part of code block
457,8,Number HRN,68,2,68/2,465,1,1,Quick,Forward,Dynamic,,"Quick, Forward","Quick, Dynamic",,"Forward, Dynamic",,,"Quick, Forward, Dynamic",,,,,421-465,421,465,44,0.09462365591,Get a quick overview of the code
459,2,Money Class,103,3,103/3,32,1,1,Medium,Backward,Dynamic,,"Medium, Backward","Medium, Dynamic",,"Backward, Dynamic",,,"Medium, Backward, Dynamic",,,,,5-17,5,17,12,0.375,Get the understanding of a part of code block
460,3,Money Class,103,3,103/3,32,1,1,Quick,Forward,Dynamic,,"Quick, Forward","Quick, Dynamic",,"Forward, Dynamic",,,"Quick, Forward, Dynamic",,,,,17-25,17,25,8,0.25,Get a quick overview of the code
461,4,Money Class,103,3,103/3,32,1,1,Quick,Backward,Dynamic,,"Quick, Backward","Quick, Dynamic",,"Backward, Dynamic",,,"Quick, Backward, Dynamic",,,,,25-32,25,32,7,0.21875,Formulate a hypothesis of the problematic area (PA)
462,1,Number HRD,41,3,41/3,188,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,0-78,0,78,78,0.414893617,Get the understanding of a part of code block
463,2,Number HRD,41,3,41/3,188,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,78-145,78,145,67,0.3563829787,Formulate a hypothesis of the problematic area (PA)
464,3,Number HRD,41,3,41/3,188,1,1,Medium,Backward,Dynamic,,"Medium, Backward","Medium, Dynamic",,"Backward, Dynamic",,,"Medium, Backward, Dynamic",,,,,145-188,145,188,43,0.2287234043,Validate the hypothesis of PA
465,1,Number HRD,45,2,45/2,230,1,1,Indepth,Forward,Linear,,"Indepth, Forward","Indepth, Linear",,"Forward, Linear",,,"Indepth, Forward, Linear",,,,,0-73,0,73,73,0.3173913043,Get the understanding of a part of code block
466,2,Number HRD,45,2,45/2,230,1,1,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,73-165,73,165,92,0.4,Get the deeper understanding of the code
467,3,Number HRD,45,2,45/2,230,1,1,Indepth,Forward,Dynamic,,"Indepth, Forward","Indepth, Dynamic",,"Forward, Dynamic",,,"Indepth, Forward, Dynamic",,,,,165-175,165,175,10,0.04347826087,Formulate a hypothesis of the problematic area (PA)
468,4,Number HRD,45,2,45/2,230,1,1,Indepth,Backward,Dynamic,,"Indepth, Backward","Indepth, Dynamic",,"Backward, Dynamic",,,"Indepth, Backward, Dynamic",,,,,175-230,175,230,55,0.2391304348,Validate the hypothesis of PA
469,1,Number HRD,47,3,47/3,169,1,1,Medium,Forward,Linear,,"Medium, Forward","Medium, Linear",,"Forward, Linear",,,"Medium, Forward, Linear",,,,,0-86,0,86,86,0.5088757396,Get the understanding of a part of code block
470,2,Number HRD,47,3,47/3,169,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,86-130,86,130,44,0.2603550296,Formulate a hypothesis of the problematic area (PA)
471,3,Number HRD,47,3,47/3,169,1,1,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,130-169,130,169,39,0.2307692308,Validate the hypothesis of PA
472,1,Number HRN,54,1,54/1,253,1,0,Medium,Forward,Linear,,"Medium, Forward","Medium, Linear",,"Forward, Linear",,,"Medium, Forward, Linear",,,,,0-130,0,130,130,0.5138339921,Get the deeper understanding of the code
474,3,Number HRN,54,1,54/1,253,1,0,Quick,Forward,Linear,,"Quick, Forward","Quick, Linear",,"Forward, Linear",,,"Quick, Forward, Linear",,,,,172-193,172,193,21,0.08300395257,Get a quick overview of the code
475,4,Number HRN,54,1,54/1,253,1,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,193-230,193,230,37,0.1462450593,Formulate a hypothesis of the problematic area (PA)
476,5,Number HRN,54,1,54/1,253,1,0,Quick,Back and forth,Dynamic,,"Quick, Back and forth","Quick, Dynamic",,"Back and forth, Dynamic",,,"Quick, Back and forth, Dynamic",,,,,230-253,230,253,23,0.09090909091,Validate the hypothesis of PA
477,1,Number HRD,54,3,54/3,230,1,0,Medium,Forward,Linear,,"Medium, Forward","Medium, Linear",,"Forward, Linear",,,"Medium, Forward, Linear",,,,,0-126,0,126,126,0.547826087,Get the deeper understanding of the code
478,2,Number HRD,54,3,54/3,230,1,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,126-180,126,180,54,0.2347826087,Formulate a hypothesis of the problematic area (PA)
479,3,Number HRD,54,3,54/3,230,1,0,Medium,Backward,Dynamic,,"Medium, Backward","Medium, Dynamic",,"Backward, Dynamic",,,"Medium, Backward, Dynamic",,,,,180-230,180,230,50,0.2173913043,Validate the hypothesis of PA
480,1,Number HRD,58,3,58/3,140,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,0-61,0,61,61,0.4357142857,Get the understanding of a part of code block
481,2,Number HRD,58,3,58/3,140,1,1,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,61-97,61,97,36,0.2571428571,Get the understanding of a part of code block
482,3,Number HRD,58,3,58/3,140,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,97-140,97,140,43,0.3071428571,Formulate a hypothesis of the problematic area (PA)
483,1,Number HRN,63,3,63/3,385,1,1,Indepth,Forward,Linear,,"Indepth, Forward","Indepth, Linear",,"Forward, Linear",,,"Indepth, Forward, Linear",,,,,0-78,0,78,78,0.2025974026,Get the understanding of a part of code block
484,2,Number HRN,63,3,63/3,385,1,1,Quick,Back and forth,Dynamic,,"Quick, Back and forth","Quick, Dynamic",,"Back and forth, Dynamic",,,"Quick, Back and forth, Dynamic",,,,,78-108,78,108,30,0.07792207792,Get a quick overview of the code
485,3,Number HRN,63,3,63/3,385,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,108-235,108,235,127,0.3298701299,Get the deeper understanding of the code
486,4,Number HRN,63,3,63/3,385,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,235-385,235,385,150,0.3896103896,Get the understanding of a part of code block
487,1,Number HRD,64,3,64/3,100,1,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,0-79,0,79,79,0.79,Get the deeper understanding of the code
488,2,Number HRD,64,3,64/3,100,1,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,79-100,79,100,21,0.21,Formulate a hypothesis of the problematic area (PA)
489,1,Number HRN,67,2,67/2,462,1,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,0-65,0,65,65,0.1406926407,Get the deeper understanding of the code
491,3,Number HRN,67,2,67/2,462,1,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,103-153,103,153,50,0.1082251082,Get the understanding of a part of code block
493,5,Number HRN,67,2,67/2,462,1,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,203-280,203,280,77,0.1666666667,Get the understanding of a part of code block
495,7,Number HRN,67,2,67/2,462,1,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,350-462,350,462,112,0.2424242424,Get the understanding of a part of code block
496,1,Number HRD,68,1,68/1,500,1,1,Quick,Forward,Linear,,"Quick, Forward","Quick, Linear",,"Forward, Linear",,,"Quick, Forward, Linear",,,,,0-242,0,242,242,0.484,Get a quick overview of the code
497,2,Number HRD,68,1,68/1,500,1,1,Medium,Backward,Dynamic,,"Medium, Backward","Medium, Dynamic",,"Backward, Dynamic",,,"Medium, Backward, Dynamic",,,,,242-355,242,355,113,0.226,Get the deeper understanding of the code
498,3,Number HRD,68,1,68/1,500,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,355-442,355,442,87,0.174,Formulate a hypothesis of the problematic area (PA)
499,4,Number HRD,68,1,68/1,500,1,1,Medium,Backward,Dynamic,,"Medium, Backward","Medium, Dynamic",,"Backward, Dynamic",,,"Medium, Backward, Dynamic",,,,,442-500,442,500,58,0.116,Validate the hypothesis of PA
500,1,Number HRN,72,3,72/3,273,0.5,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,0-172,0,172,172,0.63003663,Get the deeper understanding of the code
501,2,Number HRN,72,3,72/3,273,0.5,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,172-273,172,273,101,0.36996337,Get the understanding of a part of code block
502,1,Number HRD,75,1,75/1,429,1,1,Quick,Forward,Dynamic,,"Quick, Forward","Quick, Dynamic",,"Forward, Dynamic",,,"Quick, Forward, Dynamic",,,,,0-76,0,76,76,0.1771561772,Get a quick overview of the code
503,2,Number HRD,75,1,75/1,429,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,76-110,76,110,34,0.07925407925,Formulate a hypothesis of the problematic area (PA)
504,3,Number HRD,75,1,75/1,429,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,110-225,110,225,115,0.2680652681,Get the deeper understanding of the code
505,4,Number HRD,75,1,75/1,429,1,1,Indepth,Back and forth,Dynamic,,"Indepth, Back and forth","Indepth, Dynamic",,"Back and forth, Dynamic",,,"Indepth, Back and forth, Dynamic",,,,,225-429,225,429,204,0.4755244755,Validate the hypothesis of PA
506,1,Number HRD,76,3,76/3,255,1,1,Medium,Forward,Linear,,"Medium, Forward","Medium, Linear",,"Forward, Linear",,,"Medium, Forward, Linear",,,,,0-165,0,165,165,0.6470588235,Get the deeper understanding of the code
507,2,Number HRD,76,3,76/3,255,1,1,Indepth,Forward,Dynamic,,"Indepth, Forward","Indepth, Dynamic",,"Forward, Dynamic",,,"Indepth, Forward, Dynamic",,,,,165-195,165,195,30,0.1176470588,Get the understanding of a part of code block
